affy	entrez	Species	Gene Name
1445550_at	212390	Mus musculus	kelch-like 32(Klhl32)
1436297_a_at	66168	Mus musculus	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)(Grina)
1418175_at	22337	Mus musculus	vitamin D receptor(Vdr)
1425388_a_at	29807	Mus musculus	thiamine pyrophosphokinase(Tpk1)
1429842_at	76668	Mus musculus	malate dehydrogenase 1B, NAD (soluble)(Mdh1b)
1454956_at	72508	Mus musculus	ribosomal protein S6 kinase, polypeptide 1(Rps6kb1)
1427946_s_at	99586	Mus musculus	dihydropyrimidine dehydrogenase(Dpyd)
1443330_at	52383	Mus musculus	DNA segment, Chr 1, ERATO Doi 646, expressed(D1Ertd646e)
1460027_at	381350	Mus musculus	sperm associated antigen 6(Spag6)
1418231_at	110829	Mus musculus	LIM and senescent cell antigen-like domains 1(Lims1)
1430040_at	73442	Mus musculus	heat shock protein 12A(Hspa12a)
1430538_at	70123	Mus musculus	RIKEN cDNA 2210013O21 gene(2210013O21Rik)
1426756_at	108148	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2(Galnt2)
1448239_at	15368	Mus musculus	heme oxygenase 1(Hmox1)
1444714_at	100504491	Mus musculus	doublecortin domain containing 2b(Dcdc2b)
1431122_at	78795	Mus musculus	armadillo repeat containing 9(Armc9)
1417297_at	16440	Mus musculus	inositol 1,4,5-triphosphate receptor 3(Itpr3)
1455637_x_at	245305	Mus musculus	RIKEN cDNA B230307C23 gene(B230307C23Rik)
1436098_at	12038	Mus musculus	butyrylcholinesterase(Bche)
1448473_at	12237	Mus musculus	BUB3 mitotic checkpoint protein(Bub3)
1443657_at	229474	Mus musculus	FH2 domain containing 1(Fhdc1)
1445399_at	80782	Mus musculus	killer cell lectin-like receptor subfamily B member 1B(Klrb1b)
1453513_at	100313510	Mus musculus	RIKEN cDNA C530020B09 gene(C530020B09Rik)
1417714_x_at	110257	Mus musculus	hemoglobin alpha, adult chain 2(Hba-a2)
1431898_at	75773	Mus musculus	adenosine deaminase domain containing 2(Adad2)
1421466_at	117590	Mus musculus	ankyrin repeat and SOCS box-containing 10(Asb10)
1429421_at	329470	Mus musculus	1-aminocyclopropane-1-carboxylate synthase (non-functional)(Accs)
1456956_at	22779	Mus musculus	IKAROS family zinc finger 2(Ikzf2)
1436462_at	100039060	Mus musculus	RIKEN cDNA 0610010B08 gene(0610010B08Rik)
1426943_at	68510	Mus musculus	integrator complex subunit 1(Ints1)
1423664_at	110391	Mus musculus	quinoid dihydropteridine reductase(Qdpr)
1419792_at	240641	Mus musculus	kinesin family member 20B(Kif20b)
1443635_at	229588	Mus musculus	predicted gene 128(Gm128)
1425143_a_at	227197	Mus musculus	NADH dehydrogenase (ubiquinone) Fe-S protein 1(Ndufs1)
1430724_at	71932	Mus musculus	epoxide hydrolase 3(Ephx3)
1426196_at	16019	Mus musculus	immunoglobulin heavy constant mu(Ighm)
1450064_at	54418	Mus musculus	formin 2(Fmn2)
1459807_x_at	74443	Mus musculus	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)(P4htm)
1422724_at	17152	Mus musculus	male germ cell-associated kinase(Mak)
1460672_at	668661	Mus musculus	RIKEN cDNA 2410002F23 gene(2410002F23Rik)
1431525_at	74554	Mus musculus	RIKEN cDNA 9130002K18 gene(9130002K18Rik)
1445875_at	319893	Mus musculus	RIKEN cDNA A230057D06 gene(A230057D06Rik)
1438195_at	333433	Mus musculus	glycerol-3-phosphate dehydrogenase 1-like(Gpd1l)
1435088_at	18193	Mus musculus	nuclear receptor-binding SET-domain protein 1(Nsd1)
1444606_at	13637	Mus musculus	ephrin A2(Efna2)
1426572_at	107029	Mus musculus	malic enzyme 2, NAD(+)-dependent, mitochondrial(Me2)
1429352_at	68591	Mus musculus	molybdenum cofactor sulfurase(Mocos)
1416733_at	27418	Mus musculus	muskelin 1, intracellular mediator containing kelch motifs(Mkln1)
1437258_at	100303744	Mus musculus	small proline-rich protein 2A2(Sprr2a2)
1451609_at	232670	Mus musculus	tetraspanin 33(Tspan33)
1418830_at	12518	Mus musculus	CD79A antigen (immunoglobulin-associated alpha)(Cd79a)
1439926_at	77446	Mus musculus	heart development protein with EGF-like domains 1(Heg1)
1432940_at	70509	Mus musculus	RIKEN cDNA 5730405N03 gene(5730405N03Rik)
1445777_at	326622	Mus musculus	UPF2 regulator of nonsense transcripts homolog (yeast)(Upf2)
1438966_x_at	14264	Mus musculus	fibromodulin(Fmod)
1455090_at	26360	Mus musculus	angiopoietin-like 2(Angptl2)
1421884_at	20662	Mus musculus	son of sevenless homolog 1 (Drosophila)(Sos1)
1455339_at	338355	Mus musculus	FK506 binding protein 15(Fkbp15)
1436535_at	20822	Mus musculus	TROVE domain family, member 2(Trove2)
1433634_at	270110	Mus musculus	interferon regulatory factor 2 binding protein 2(Irf2bp2)
1454880_s_at	171543	Mus musculus	BCL2 modifying factor(Bmf)
1437174_at	211586	Mus musculus	transcription factor Dp 2(Tfdp2)
1445241_at	268451	Mus musculus	RAB11 family interacting protein 4 (class II)(Rab11fip4)
1450321_at	30944	Mus musculus	zinc finger protein 354C(Zfp354c)
1459997_s_at	103765	Mus musculus	transmembrane protein 17(Tmem17)
1433657_at	241303	Mus musculus	family with sequence similarity 78, member A(Fam78a)
1429772_at	18845	Mus musculus	plexin A2(Plxna2)
1440249_at	329738	Mus musculus	AKNA domain containing 1(Aknad1)
1435866_s_at	319162	Mus musculus	histone cluster 3, H2a(Hist3h2a)
1452961_at	66873	Mus musculus	TLR4 interactor with leucine-rich repeats(Tril)
1453542_at	72439	Mus musculus	RIKEN cDNA 2610007B07 gene(2610007B07Rik)
1452595_at	240913	Mus musculus	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4(Adamts4)
1419167_at	22264	Mus musculus	proline-rich acidic protein 1(Prap1)
1455645_at	109272	Mus musculus	myosin binding protein C, slow-type(Mybpc1)
1440957_at	75400	Mus musculus	defensin beta 29(Defb29)
1433288_at	77661	Mus musculus	RIKEN cDNA 1520401O13 gene(1520401O13Rik)
1454784_at	195646	Mus musculus	heparan sulfate (glucosamine) 3-O-sulfotransferase 2(Hs3st2)
1450799_at	11517	Mus musculus	adenylate cyclase activating polypeptide 1 receptor 1(Adcyap1r1)
1422330_at	14652	Mus musculus	glucagon-like peptide 1 receptor(Glp1r)
1455696_a_at	19134	Mus musculus	pre-mRNA processing factor 4B(Prpf4b)
1439715_at	72085	Mus musculus	O-sialoglycoprotein endopeptidase-like 1(Osgepl1)
1456257_at	213056	Mus musculus	family with sequence similarity 126, member B(Fam126b)
1422056_at	18209	Mus musculus	netrin 3(Ntn3)
1433422_at	18227	Mus musculus	nuclear receptor subfamily 4, group A, member 2(Nr4a2)
1447610_at	234463	Mus musculus	transmembrane protein 184C(Tmem184c)
1416254_a_at	80743	Mus musculus	VSP16 CORVET/HOPS core subunit(Vps16)
1457806_at	627214	Mus musculus	family with sequence similarity 196, member A(Fam196a)
1457707_at	244049	Mus musculus	multiple C2 domains, transmembrane 2(Mctp2)
1437347_at	13618	Mus musculus	endothelin receptor type B(Ednrb)
1426511_at	71733	Mus musculus	sushi domain containing 2(Susd2)
1420850_at	66877	Mus musculus	Crn, crooked neck-like 1 (Drosophila)(Crnkl1)
1437303_at	16195	Mus musculus	interleukin 6 signal transducer(Il6st)
1427963_s_at	103142	Mus musculus	retinol dehydrogenase 9(Rdh9)
1445818_at	75161	Mus musculus	RIKEN cDNA 4930544M13 gene(4930544M13Rik)
1422576_at	54138	Mus musculus	ataxin 10(Atxn10)
1420724_at	68224	Mus musculus	RIKEN cDNA 1700067P10 gene(1700067P10Rik)
1428184_at	76982	Mus musculus	RIKEN cDNA 3110035E14 gene(3110035E14Rik)
1446349_at	330463	Mus musculus	zinc finger protein 78(Zfp78)
1459290_at	320866	Mus musculus	RIKEN cDNA C030015D19 gene(C030015D19Rik)
1453165_at	76781	Mus musculus	methyltransferase like 4(Mettl4)
1429266_at	328789	Mus musculus	lipoma HMGIC fusion partner-like 5(Lhfpl5)
1451254_at	230233	Mus musculus	inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein(Ikbkap)
1441426_at	217827	Mus musculus	nrde-2 necessary for RNA interference, domain containing(Nrde2)
1430137_at	100043489	Mus musculus	RIKEN cDNA 1300002E11 gene(1300002E11Rik)
1428088_at	78777	Mus musculus	TEPSIN, adaptor related protein complex 4 accessory protein(Tepsin)
1456596_at	245386	Mus musculus	transmembrane protein 255A(Tmem255a)
1433536_at	237253	Mus musculus	low density lipoprotein receptor-related protein 11(Lrp11)
1416144_a_at	13204	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 15(Dhx15)
1453948_at	75155	Mus musculus	RIKEN cDNA 4930529K09 gene(4930529K09Rik)
1450549_s_at	13714	Mus musculus	ELK4, member of ETS oncogene family(Elk4)
1440174_at	327744	Mus musculus	RIKEN cDNA E130307A14 gene(E130307A14Rik)
1427716_at	73336	Mus musculus	protease, serine 44(Prss44)
1417668_at	170728	Mus musculus	reticulon 4 interacting protein 1(Rtn4ip1)
1458342_at	627191	Mus musculus	synapse differentiation inducing 1 like(Syndig1l)
1448507_at	98363	Mus musculus	EF hand domain containing 1(Efhd1)
1432190_at	20678	Mus musculus	SRY (sex determining region Y)-box 5(Sox5)
1431562_at	70874	Mus musculus	RIKEN cDNA 4921513I03 gene(4921513I03Rik)
1451707_s_at	71699	Mus musculus	solute carrier family 41, member 3(Slc41a3)
1436501_at	102103	Mus musculus	mitochondrial tumor suppressor 1(Mtus1)
1444023_at	109676	Mus musculus	ankyrin 2, brain(Ank2)
1431494_at	77783	Mus musculus	RIKEN cDNA A930008B05 gene(A930008B05Rik)
1442792_x_at	74919	Mus musculus	solute carrier family 35, member F6(Slc35f6)
1416224_at	22642	Mus musculus	zinc finger and BTB domain containing 17(Zbtb17)
1458549_at	100038419	Mus musculus	RIKEN cDNA gene, E330027M22Rik(E330027M22Rik)
1437424_at	214804	Mus musculus	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)(Syde2)
1439543_at	68893	Mus musculus	RIKEN cDNA 1110064A23 gene(1110064A23Rik)
1456072_at	243725	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 9A(Ppp1r9a)
1449416_at	14366	Mus musculus	frizzled class receptor 4(Fzd4)
1423862_at	71801	Mus musculus	pleckstrin homology domain containing, family F (with FYVE domain) member 2(Plekhf2)
1431991_at	73667	Mus musculus	RIKEN cDNA 2410004P03 gene(2410004P03Rik)
1459971_at	240776	Mus musculus	potassium channel, subfamily T, member 2(Kcnt2)
1440725_at	81006	Mus musculus	G protein-coupled receptor 63(Gpr63)
1435791_x_at	100040929	Mus musculus	predicted gene 10362(Gm10362)
1452082_at	234797	Mus musculus	RIKEN cDNA 6430548M08 gene(6430548M08Rik)
1430532_at	69190	Mus musculus	dymeclin(Dym)
1450082_s_at	104156	Mus musculus	ets variant 5(Etv5)
1450352_at	17773	Mus musculus	melatonin receptor 1A(Mtnr1a)
1446803_at	105445	Mus musculus	dedicator of cytokinesis 9(Dock9)
1450252_at	15379	Mus musculus	one cut domain, family member 1(Onecut1)
1441163_at	329650	Mus musculus	mediator complex subunit 12-like(Med12l)
1416805_at	68659	Mus musculus	family with sequence similarity 198, member B(Fam198b)
1431803_at	68444	Mus musculus	cytochrome P450, family 2, subfamily d, polypeptide 13(Cyp2d13)
1440798_x_at	54562	Mus musculus	leucine rich repeat containing 6 (testis)(Lrrc6)
1447886_at	75395	Mus musculus	homeobox B5 and homeobox B6, opposite strand(Hoxb5os)
1418403_at	11492	Mus musculus	a disintegrin and metallopeptidase domain 19 (meltrin beta)(Adam19)
1429815_at	70882	Mus musculus	armadillo repeat containing 3(Armc3)
1448149_at	12385	Mus musculus	catenin (cadherin associated protein), alpha 1(Ctnna1)
1455793_at	212326	Mus musculus	family with sequence similarity 149, member A(Fam149a)
1441245_a_at	269401	Mus musculus	zinc finger protein 512B(Zfp512b)
1433877_at	100342	Mus musculus	family with sequence similarity 46, member B(Fam46b)
1427487_at	27407	Mus musculus	ATP-binding cassette, sub-family F (GCN20), member 2(Abcf2)
1420758_at	74742	Mus musculus	RIKEN cDNA 5830411J07 gene(5830411J07Rik)
1422352_at	17224	Mus musculus	mast cell protease 1(Mcpt1)
1452372_at	100383	Mus musculus	BSD domain containing 1(Bsdc1)
1430920_at	73681	Mus musculus	tRNA methyltransferase 11(Trmt11)
1423885_at	226519	Mus musculus	laminin, gamma 1(Lamc1)
1436384_at	67097	Mus musculus	ribosomal protein S10(Rps10)
1424175_at	21685	Mus musculus	thyrotroph embryonic factor(Tef)
1435301_at	68001	Mus musculus	RIKEN cDNA 1110004E09 gene(1110004E09Rik)
1456235_at	103514	Mus musculus	expressed sequence BB165335(BB165335)
1454562_at	100038377	Mus musculus	predicted gene 10750(Gm10750)
1454207_at	77623	Mus musculus	RIKEN cDNA C430039J16 gene(C430039J16Rik)
1424988_at	218203	Mus musculus	myosin regulatory light chain interacting protein(Mylip)
1431690_at	16512	Mus musculus	potassium voltage-gated channel, subfamily H (eag-related), member 3(Kcnh3)
1457318_at	234624	Mus musculus	RIKEN cDNA A330008L17 gene(A330008L17Rik)
1440370_at	268379	Mus musculus	ATP-binding cassette, sub-family A (ABC1), member 13(Abca13)
1449145_a_at	12389	Mus musculus	caveolin 1, caveolae protein(Cav1)
1415785_a_at	12469	Mus musculus	chaperonin containing Tcp1, subunit 8 (theta)(Cct8)
1442716_at	52575	Mus musculus	tRNA methyltransferase 10C(Trmt10c)
1422040_at	20361	Mus musculus	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A(Sema7a)
1418546_a_at	76630	Mus musculus	STAM binding protein like 1(Stambpl1)
1434223_at	230751	Mus musculus	organic solute carrier partner 1(Oscp1)
1416664_at	107995	Mus musculus	cell division cycle 20(Cdc20)
1436419_a_at	67522	Mus musculus	RIKEN cDNA 1700097N02 gene(1700097N02Rik)
1429918_at	244867	Mus musculus	Rho GTPase activating protein 20(Arhgap20)
1443244_at	77219	Mus musculus	prostaglandin reductase 2(Ptgr2)
1436311_at	216766	Mus musculus	gem (nuclear organelle) associated protein 5(Gemin5)
1441856_x_at	71767	Mus musculus	trypsin domain containing 1(Tysnd1)
1416679_at	19299	Mus musculus	ATP-binding cassette, sub-family D (ALD), member 3(Abcd3)
1434650_at	229584	Mus musculus	pogo transposable element with ZNF domain(Pogz)
1419560_at	15450	Mus musculus	lipase, hepatic(Lipc)
1460561_x_at	20364	Mus musculus	selenoprotein W, muscle 1(Sepw1)
1450019_at	13051	Mus musculus	chemokine (C-X3-C motif) receptor 1(Cx3cr1)
1447924_at	98415	Mus musculus	nuclear casein kinase and cyclin-dependent kinase substrate 1(Nucks1)
1419007_at	22788	Mus musculus	zona pellucida glycoprotein 3(Zp3)
1454943_a_at	55982	Mus musculus	PAX interacting (with transcription-activation domain) protein 1(Paxip1)
1416096_at	104799	Mus musculus	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog(Vipas39)
1440878_at	12394	Mus musculus	runt related transcription factor 1(Runx1)
1437392_at	433485	Mus musculus	synapse differentiation inducing 1(Syndig1)
1439213_at	77057	Mus musculus	stonin 1(Ston1)
1423993_at	66144	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit F(Atp6v1f)
1417489_at	18167	Mus musculus	neuropeptide Y receptor Y2(Npy2r)
1420922_at	22284	Mus musculus	ubiquitin specific peptidase 9, X chromosome(Usp9x)
1416318_at	66222	Mus musculus	serine (or cysteine) peptidase inhibitor, clade B, member 1a(Serpinb1a)
1435622_at	15478	Mus musculus	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1(Hs3st3a1)
1438328_at	67933	Mus musculus	host cell factor C2(Hcfc2)
1418049_at	16998	Mus musculus	latent transforming growth factor beta binding protein 3(Ltbp3)
1446925_at	12234	Mus musculus	beta-transducin repeat containing protein(Btrc)
1452329_at	231002	Mus musculus	pleckstrin homology domain containing, family N member 1(Plekhn1)
1425429_s_at	53417	Mus musculus	hypoxia inducible factor 3, alpha subunit(Hif3a)
1456039_at	244962	Mus musculus	sorting nexin 14(Snx14)
1431504_at	69661	Mus musculus	RIKEN cDNA 2310061N02 gene(2310061N02Rik)
1416287_at	19736	Mus musculus	regulator of G-protein signaling 4(Rgs4)
1425780_a_at	66074	Mus musculus	transmembrane protein 167(Tmem167)
1429260_at	66263	Mus musculus	RIKEN cDNA 1810014B01 gene(1810014B01Rik)
1420363_at	12124	Mus musculus	BCL2-interacting killer(Bik)
1432453_a_at	69826	Mus musculus	membrane-spanning 4-domains, subfamily A, member 10(Ms4a10)
1427964_at	70031	Mus musculus	CKLF-like MARVEL transmembrane domain containing 8(Cmtm8)
1433324_at	77554	Mus musculus	RIKEN cDNA 9330154F10 gene(9330154F10Rik)
1418720_at	26895	Mus musculus	COP9 signalosome subunit 7B(Cops7b)
1453227_at	73296	Mus musculus	Rho-related BTB domain containing 3(Rhobtb3)
1449835_at	18566	Mus musculus	programmed cell death 1(Pdcd1)
1438635_x_at	230991	Mus musculus	fibronectin type III domain containing 10(Fndc10)
1430785_at	70061	Mus musculus	4short chain dehydrogenase/reductase family 9C, member 7(Sdr9c7)
1449270_at	67448	Mus musculus	plexin domain containing 2(Plxdc2)
1443715_at	666794	Mus musculus	RNA binding motif protein 24(Rbm24)
1436268_at	13199	Mus musculus	dendrin(Ddn)
1420930_s_at	54366	Mus musculus	catenin (cadherin associated protein), alpha-like 1(Ctnnal1)
1429764_at	76566	Mus musculus	refilin B(Rflnb)
1425156_at	229900	Mus musculus	guanylate binding protein 7(Gbp7)
1423350_at	56468	Mus musculus	suppressor of cytokine signaling 5(Socs5)
1417731_at	54633	Mus musculus	polyglutamine binding protein 1(Pqbp1)
1456879_at	232236	Mus musculus	coiled-coil domain containing 174(Ccdc174)
1448701_a_at	79264	Mus musculus	KRIT1, ankyrin repeat containing(Krit1)
1423342_at	12022	Mus musculus	BarH-like homeobox 1(Barx1)
1437133_x_at	11677	Mus musculus	aldo-keto reductase family 1, member B3 (aldose reductase)(Akr1b3)
1424691_at	381356	Mus musculus	calcium channel flower domain containing 1(Cacfd1)
1422069_at	17199	Mus musculus	melanocortin 1 receptor(Mc1r)
1417626_at	83679	Mus musculus	phosphodiesterase 4D interacting protein (myomegalin)(Pde4dip)
1450770_at	67419	Mus musculus	RIKEN cDNA 3632451O06 gene(3632451O06Rik)
1441342_at	13482	Mus musculus	dipeptidylpeptidase 4(Dpp4)
1458889_at	14026	Mus musculus	Ena-vasodilator stimulated phosphoprotein(Evl)
1418924_at	66985	Mus musculus	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7(Rassf7)
1438238_at	630836	Mus musculus	RIKEN cDNA 2010315B03 gene(2010315B03Rik)
1455104_at	17119	Mus musculus	MAX dimerization protein 1(Mxd1)
1417213_a_at	19654	Mus musculus	RNA binding motif protein 6(Rbm6)
1456806_at	320211	Mus musculus	RIKEN cDNA A130010C12 gene(A130010C12Rik)
1446595_at	20403	Mus musculus	intersectin 2(Itsn2)
1432350_at	68828	Mus musculus	syncoilin(Sync)
1449373_at	100037258	Mus musculus	DnaJ heat shock protein family (Hsp40) member C3(Dnajc3)
1451747_a_at	67526	Mus musculus	autophagy related 12(Atg12)
1421181_at	504193	Mus musculus	neuronal pentraxin chromo domain(Npcd)
1424937_at	66968	Mus musculus	perilipin 5(Plin5)
1451603_at	234542	Mus musculus	retbindin(Rtbdn)
1420131_s_at	108705	Mus musculus	pituitary tumor-transforming 1 interacting protein(Pttg1ip)
1416656_at	114584	Mus musculus	chloride intracellular channel 1(Clic1)
1438819_at	17936	Mus musculus	Ngfi-A binding protein 1(Nab1)
1427908_at	224630	Mus musculus	BCL2/adenovirus E1B interacting protein 1(Bnip1)
1425740_at	225888	Mus musculus	lysine methyltransferase 5B(Kmt5b)
1428336_at	68262	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)(Agpat4)
1424321_at	106344	Mus musculus	replication factor C (activator 1) 4(Rfc4)
1421956_at	19668	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region-like(Rbpjl)
1419173_at	109652	Mus musculus	aminoacylase 1(Acy1)
1426525_at	77044	Mus musculus	AT rich interactive domain 2 (ARID, RFX-like)(Arid2)
1441588_at	63830	Mus musculus	KCNQ1 overlapping transcript 1(Kcnq1ot1)
1443397_at	17977	Mus musculus	nuclear receptor coactivator 1(Ncoa1)
1450630_at	60507	Mus musculus	queuine tRNA-ribosyltransferase 1(Qtrt1)
1429345_at	51885	Mus musculus	tubulin, gamma complex associated protein 4(Tubgcp4)
1451262_a_at	231872	Mus musculus	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2(Aimp2)
1438486_at	71099	Mus musculus	testis-specific serine kinase 4(Tssk4)
1457010_at	75693	Mus musculus	RIKEN cDNA 3010001F23 gene(3010001F23Rik)
1453611_at	19647	Mus musculus	retinoblastoma binding protein 6(Rbbp6)
1454728_s_at	11980	Mus musculus	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1(Atp8a1)
1447640_s_at	18516	Mus musculus	pre B cell leukemia homeobox 3(Pbx3)
1453143_at	70893	Mus musculus	galactosidase, beta 1 like 3(Glb1l3)
